ID,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,StartDate
491,38,No,Research & Development,1 miles,Below College,Life Sciences,High,Low,Single,"$2,619.00",3,Good,20/6/2021
492,43,No,Research & Development,9 miles,PhD,Medical,Very High,High,Divorced,"$5,679.00",3,Better,7/3/2013
493,48,No,Research & Development,1 miles,Masters,Life Sciences,Very High,Low,Married,"$15,402.00",7,Bad,24/9/2018
494,44,No,Human Resources,1 miles,Masters,Life Sciences,Low,High,Single,"$5,985.00",4,Best,22/5/2019
495,34,No,Sales,14 miles,Bachelors,Technical Degree,High,High,Divorced,"$2,579.00",1,Better,20/4/2013
496,27,Yes,Sales,2 miles,Below College,Marketing,High,Low,Divorced,"$3,041.00",0,Better,20/10/2017
497,21,No,Sales,22 miles,Below College,Technical Degree,High,High,Single,"$3,447.00",1,Better,16/10/2018
498,44,No,Research & Development,3 miles,Masters,Other,Very High,Very High,Married,"$19,513.00",4,Best,13/12/2019
499,22,No,Research & Development,6 miles,Below College,Medical,Low,High,Married,"$2,773.00",0,Better,2/2/2019
500,33,No,Sales,8 miles,Masters,Marketing,High,High,Divorced,"$7,104.00",0,Better,10/8/2016
501,32,No,Research & Development,9 miles,Masters,Life Sciences,Low,Very High,Married,"$6,322.00",1,Good,8/6/2015
502,30,No,Research & Development,3 miles,Bachelors,Medical,High,High,Divorced,"$2,083.00",1,Better,22/8/2020
503,53,No,Sales,1 miles,Below College,Medical,Very High,Low,Single,"$8,381.00",7,Best,8/7/2007
504,34,No,Research & Development,1 miles,PhD,Life Sciences,Medium,Very High,Married,"$2,691.00",1,Good,10/8/2011
505,45,Yes,Sales,26 miles,Masters,Life Sciences,Low,Low,Married,"$4,286.00",2,Better,16/10/2020
506,26,No,Research & Development,6 miles,Bachelors,Life Sciences,High,Very High,Married,"$2,659.00",1,Better,26/11/2018
507,37,No,Research & Development,3 miles,Bachelors,Other,High,High,Married,"$9,434.00",1,Better,10/3/2011
508,29,No,Sales,3 miles,College,Medical,Medium,High,Married,"$5,561.00",1,Good,7/11/2015
509,35,No,Research & Development,6 miles,Masters,Life Sciences,Medium,Very High,Single,"$6,646.00",1,Better,17/8/2004
510,33,No,Research & Development,6 miles,Bachelors,Life Sciences,High,Very High,Divorced,"$7,725.00",3,Bad,7/4/2008
511,54,No,Human Resources,19 miles,Masters,Medical,High,Medium,Married,"$10,725.00",2,Best,18/1/2012
512,36,No,Research & Development,9 miles,College,Medical,Medium,Medium,Divorced,"$8,847.00",2,Better,13/6/2018
513,27,No,Research & Development,3 miles,Masters,Medical,Low,Very High,Single,"$2,045.00",0,Better,1/6/2017
514,20,Yes,Research & Development,10 miles,Below College,Medical,Very High,High,Single,"$1,009.00",1,Better,14/3/2020
515,33,Yes,Research & Development,3 miles,Bachelors,Life Sciences,Low,Low,Single,"$3,348.00",1,Better,21/8/2011
516,35,No,Research & Development,3 miles,Bachelors,Life Sciences,High,High,Married,"$1,281.00",1,Better,13/3/2020
517,23,No,Research & Development,4 miles,Bachelors,Medical,Low,Low,Married,"$2,819.00",2,Best,27/12/2018
518,25,No,Sales,8 miles,Bachelors,Life Sciences,Very High,Medium,Married,"$4,851.00",0,Better,25/2/2018
519,38,No,Sales,7 miles,Masters,Marketing,Very High,Very High,Single,"$4,028.00",0,Better,28/12/2014
520,29,No,Research & Development,1 miles,Masters,Life Sciences,Medium,Very High,Divorced,"$2,720.00",1,Better,24/9/2011
521,48,No,Sales,2 miles,Below College,Marketing,Medium,Medium,Married,"$8,120.00",3,Better,3/8/2019
522,27,No,Sales,3 miles,Below College,Medical,Very High,Very High,Divorced,"$4,647.00",1,Better,22/5/2015
523,37,No,Research & Development,10 miles,College,Life Sciences,Very High,Very High,Single,"$4,680.00",3,Better,6/9/2020
524,50,No,Research & Development,28 miles,Below College,Medical,Very High,High,Married,"$3,221.00",1,Better,21/7/2001
525,34,No,Research & Development,9 miles,Bachelors,Medical,Very High,Medium,Single,"$8,621.00",1,Best,5/12/2013
526,24,Yes,Sales,3 miles,College,Life Sciences,Low,High,Single,"$4,577.00",9,Better,2/2/2019
527,39,No,Research & Development,2 miles,Masters,Technical Degree,Very High,High,Single,"$4,553.00",1,Better,7/1/2001
528,32,No,Sales,10 miles,Bachelors,Marketing,Very High,Very High,Single,"$5,396.00",1,Good,13/5/2011
529,50,Yes,Sales,8 miles,College,Technical Degree,Medium,High,Married,"$6,796.00",3,Better,5/7/2017
530,38,No,Research & Development,1 miles,Masters,Life Sciences,Medium,Very High,Single,"$7,625.00",0,Good,7/12/2012
531,27,No,Research & Development,1 miles,College,Life Sciences,High,Low,Married,"$7,412.00",1,Better,25/5/2012
532,32,No,Research & Development,3 miles,College,Life Sciences,High,Very High,Single,"$11,159.00",3,Better,25/6/2014
533,47,No,Sales,14 miles,Masters,Marketing,Very High,Low,Single,"$4,960.00",2,Better,19/6/2014
534,40,No,Sales,5 miles,Masters,Life Sciences,Very High,Low,Married,"$10,475.00",5,Better,20/12/2003
535,53,No,Research & Development,7 miles,Bachelors,Life Sciences,High,High,Married,"$14,814.00",3,Better,5/3/2016
536,41,No,Human Resources,10 miles,Masters,Human Resources,Medium,Very High,Divorced,"$19,141.00",3,Good,16/7/2000
537,60,No,Sales,16 miles,Masters,Marketing,Low,Low,Single,"$5,405.00",8,Better,26/4/2019
538,27,No,Research & Development,10 miles,College,Life Sciences,Very High,Low,Divorced,"$8,793.00",1,Good,19/2/2012
539,41,No,Human Resources,1 miles,Bachelors,Human Resources,Very High,High,Married,"$19,189.00",1,Better,24/4/1999
540,50,No,Sales,8 miles,Masters,Marketing,Very High,Medium,Married,"$3,875.00",7,Better,20/2/2019
541,28,Yes,Research & Development,1 miles,College,Life Sciences,Low,Medium,Single,"$2,216.00",7,Better,9/5/2014
542,36,No,Research & Development,8 miles,Bachelors,Life Sciences,Low,Low,Married,"$11,713.00",9,Better,24/8/2013
543,38,No,Research & Development,1 miles,Bachelors,Life Sciences,High,High,Single,"$7,861.00",4,Best,12/5/2020
544,44,No,Research & Development,24 miles,Bachelors,Medical,Low,High,Single,"$3,708.00",2,Better,23/7/2016
545,47,No,Sales,3 miles,Bachelors,Medical,Very High,High,Divorced,"$13,770.00",9,Good,7/7/1999
546,30,No,Sales,27 miles,PhD,Marketing,High,Very High,Divorced,"$5,304.00",7,Good,12/5/2013
547,29,No,Sales,10 miles,Bachelors,Life Sciences,High,High,Single,"$2,642.00",1,Better,9/8/2020
548,42,Yes,Research & Development,19 miles,Bachelors,Medical,High,High,Divorced,"$2,759.00",6,Better,17/1/2019
549,43,No,Sales,15 miles,Bachelors,Life Sciences,Very High,Very High,Married,"$6,804.00",3,Better,11/6/2019
550,34,No,Research & Development,8 miles,College,Medical,Medium,High,Single,"$6,142.00",3,Better,8/4/2016
551,23,No,Research & Development,9 miles,Below College,Medical,Medium,Low,Married,"$2,500.00",1,Best,19/8/2017
552,39,No,Human Resources,3 miles,Bachelors,Human Resources,High,Medium,Married,"$6,389.00",9,Bad,20/9/2013
553,56,No,Research & Development,9 miles,Bachelors,Medical,High,Very High,Married,"$11,103.00",7,Good,10/10/2011
554,40,No,Research & Development,2 miles,Below College,Medical,Very High,Very High,Single,"$2,342.00",0,Good,8/3/2017
555,27,No,Research & Development,7 miles,Bachelors,Medical,Very High,Low,Single,"$6,811.00",8,Bad,15/11/2014
556,29,No,Sales,10 miles,Bachelors,Marketing,Very High,Medium,Divorced,"$2,297.00",1,Better,20/4/2019
557,53,No,Research & Development,6 miles,Bachelors,Life Sciences,Very High,Very High,Single,"$2,450.00",2,Better,4/12/2019
558,35,No,Research & Development,2 miles,Masters,Life Sciences,Very High,Low,Divorced,"$5,093.00",2,Best,5/3/2020
559,32,No,Research & Development,24 miles,Masters,Life Sciences,Low,Very High,Married,"$5,309.00",1,Better,21/1/2011
560,38,No,Research & Development,2 miles,PhD,Medical,Very High,High,Married,"$3,057.00",6,Bad,7/3/2020
561,34,No,Research & Development,8 miles,PhD,Life Sciences,Medium,Low,Divorced,"$5,121.00",3,Better,6/1/2021
562,52,No,Sales,3 miles,Masters,Marketing,High,Low,Married,"$16,856.00",1,Best,22/3/1987
563,33,Yes,Research & Development,1 miles,Masters,Other,Very High,Very High,Single,"$2,686.00",1,Good,19/7/2011
564,25,No,Sales,26 miles,Below College,Medical,High,Very High,Single,"$6,180.00",1,Good,9/4/2015
565,45,No,Sales,2 miles,College,Technical Degree,Medium,High,Single,"$6,632.00",0,Better,12/10/2013
566,23,No,Research & Development,10 miles,Below College,Medical,Low,High,Single,"$3,505.00",1,Better,16/2/2019
567,47,Yes,Sales,27 miles,College,Life Sciences,Medium,High,Single,"$6,397.00",4,Better,1/6/2016
568,34,No,Sales,2 miles,Bachelors,Other,Very High,Very High,Single,"$6,274.00",1,Better,22/2/2015
569,55,Yes,Research & Development,2 miles,Bachelors,Medical,Very High,Low,Married,"$19,859.00",5,Better,13/4/2016
570,36,No,Sales,8 miles,Masters,Life Sciences,Low,Low,Single,"$7,587.00",1,Better,25/7/2011
571,52,No,Research & Development,19 miles,Masters,Medical,Very High,Very High,Married,"$4,258.00",0,Better,21/8/2017
572,26,No,Research & Development,1 miles,College,Life Sciences,Low,Very High,Divorced,"$4,364.00",3,Better,13/6/2019
573,29,No,Research & Development,27 miles,Bachelors,Medical,Medium,High,Married,"$4,335.00",4,Good,14/10/2013
574,26,Yes,Sales,8 miles,Bachelors,Technical Degree,Very High,Low,Single,"$5,326.00",6,Good,7/9/2017
575,34,No,Research & Development,1 miles,Masters,Life Sciences,Medium,Very High,Single,"$3,280.00",2,Better,13/7/2017
576,54,No,Research & Development,19 miles,Masters,Medical,Very High,Low,Divorced,"$5,485.00",9,Better,17/5/2016
577,27,No,Sales,8 miles,Below College,Marketing,High,Very High,Married,"$4,342.00",0,Better,6/3/2017
578,37,No,Research & Development,10 miles,Below College,Life Sciences,Very High,Low,Divorced,"$2,782.00",0,Good,18/4/2016
579,38,No,Research & Development,2 miles,Masters,Life Sciences,Low,Low,Single,"$5,980.00",6,Better,23/4/2006
580,34,No,Research & Development,2 miles,Masters,Medical,High,Low,Single,"$4,381.00",1,Better,12/10/2015
581,35,No,Sales,8 miles,Masters,Life Sciences,Low,Very High,Married,"$2,572.00",1,Good,13/6/2018
582,30,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,High,Married,"$3,833.00",3,Better,26/3/2019
583,40,No,Research & Development,2 miles,College,Medical,High,Medium,Married,"$4,244.00",1,Better,2/1/2013
584,34,No,Sales,8 miles,College,Life Sciences,High,Low,Married,"$6,500.00",5,Better,17/5/2018
585,42,No,Research & Development,8 miles,Bachelors,Life Sciences,Medium,Very High,Divorced,"$18,430.00",1,Good,6/7/1997
586,23,Yes,Research & Development,6 miles,Bachelors,Life Sciences,High,Low,Married,"$1,601.00",1,Better,17/12/2021
587,24,No,Research & Development,9 miles,Bachelors,Life Sciences,High,Medium,Divorced,"$2,694.00",1,Better,26/3/2020
588,52,No,Research & Development,11 miles,Masters,Life Sciences,Very High,High,Married,"$3,149.00",8,Better,4/10/2016
589,50,No,Research & Development,2 miles,Bachelors,Medical,High,High,Married,"$17,639.00",5,Better,27/3/2017
590,29,Yes,Research & Development,1 miles,College,Life Sciences,Medium,Low,Married,"$2,319.00",1,Better,12/5/2020
591,33,No,Research & Development,7 miles,Bachelors,Medical,High,High,Married,"$11,691.00",0,Best,7/4/2008
592,33,Yes,Sales,16 miles,Bachelors,Marketing,Low,Low,Single,"$5,324.00",5,Better,12/6/2018
593,47,No,Research & Development,2 miles,College,Other,High,Very High,Married,"$16,752.00",1,Good,15/9/1995
594,36,No,Research & Development,1 miles,Bachelors,Other,High,Medium,Married,"$5,228.00",0,Better,6/6/2012
595,29,No,Research & Development,23 miles,College,Life Sciences,High,High,Married,"$2,700.00",1,Better,21/10/2011
596,58,Yes,Research & Development,2 miles,Masters,Life Sciences,Very High,Medium,Single,"$19,246.00",7,Better,9/9/1990
597,35,No,Research & Development,1 miles,Masters,Life Sciences,Very High,High,Single,"$2,506.00",3,Better,16/12/2019
598,42,No,Research & Development,1 miles,College,Life Sciences,Very High,Very High,Married,"$6,062.00",9,Better,19/3/2017
599,28,Yes,Research & Development,2 miles,Masters,Medical,High,High,Single,"$4,382.00",6,Good,17/2/2019
600,36,No,Human Resources,13 miles,Bachelors,Human Resources,High,Medium,Married,"$2,143.00",4,Better,23/11/2016
601,32,No,Research & Development,4 miles,Bachelors,Life Sciences,High,High,Married,"$6,162.00",1,Better,22/2/2007
602,40,No,Research & Development,16 miles,Masters,Medical,Low,High,Single,"$5,094.00",6,Better,26/11/2020
603,30,No,Research & Development,2 miles,Bachelors,Medical,High,Very High,Single,"$6,877.00",5,Good,22/2/2021
604,45,No,Research & Development,2 miles,Bachelors,Life Sciences,Medium,High,Single,"$2,274.00",1,Better,20/5/2020
605,42,No,Research & Development,29 miles,Bachelors,Life Sciences,Medium,Medium,Married,"$4,434.00",1,Good,3/9/2012
606,38,No,Research & Development,12 miles,Bachelors,Life Sciences,Low,Low,Divorced,"$6,288.00",2,Good,21/9/2017
607,34,No,Research & Development,16 miles,Masters,Life Sciences,High,Very High,Single,"$2,553.00",1,Better,1/12/2016
608,49,Yes,Sales,11 miles,Bachelors,Marketing,High,Very High,Married,"$7,654.00",1,Best,22/1/2012
609,55,Yes,Sales,2 miles,Below College,Medical,High,Very High,Single,"$5,160.00",4,Good,10/8/2012
610,43,No,Research & Development,14 miles,College,Life Sciences,Medium,Low,Married,"$17,159.00",6,Better,19/1/2017
611,27,No,Research & Development,5 miles,Below College,Technical Degree,High,Very High,Divorced,"$12,808.00",1,Better,7/4/2012
612,35,No,Research & Development,7 miles,Bachelors,Other,High,High,Single,"$10,221.00",3,Best,9/1/2013
613,28,No,Sales,2 miles,Masters,Marketing,Medium,Medium,Married,"$4,779.00",1,Better,11/11/2013
614,34,No,Human Resources,3 miles,College,Human Resources,High,Very High,Married,"$3,737.00",0,Bad,26/7/2018
615,26,Yes,Research & Development,5 miles,College,Medical,High,High,Married,"$2,366.00",1,Better,16/1/2013
616,27,No,Research & Development,3 miles,Bachelors,Medical,Very High,Very High,Married,"$1,706.00",1,Good,2/6/2021
617,51,No,Sales,26 miles,Masters,Marketing,Low,High,Married,"$16,307.00",2,Good,9/5/2001
618,44,No,Research & Development,4 miles,Bachelors,Medical,Very High,Medium,Single,"$5,933.00",9,Good,18/1/2016
619,25,No,Research & Development,2 miles,Below College,Medical,Low,Low,Single,"$3,424.00",7,Good,11/9/2017
620,33,No,Sales,1 miles,Bachelors,Medical,Low,Low,Divorced,"$4,037.00",1,Better,4/12/2012
621,35,No,Research & Development,27 miles,Below College,Medical,High,Low,Single,"$2,559.00",1,Good,18/12/2015
622,36,No,Sales,1 miles,College,Life Sciences,Medium,Very High,Married,"$6,201.00",1,Good,11/8/2003
623,32,No,Sales,13 miles,Masters,Life Sciences,Medium,Very High,Divorced,"$4,403.00",2,Good,5/4/2016
624,30,No,Research & Development,5 miles,Masters,Life Sciences,Medium,Very High,Divorced,"$3,761.00",9,Good,21/9/2016
625,53,No,Sales,7 miles,College,Marketing,Low,Very High,Married,"$10,934.00",7,Better,24/12/2016
626,45,No,Sales,9 miles,Bachelors,Marketing,Very High,Low,Divorced,"$10,761.00",4,Better,23/11/2016
627,32,No,Research & Development,8 miles,College,Medical,High,High,Married,"$5,175.00",5,Good,2/4/2016
628,52,No,Research & Development,25 miles,Masters,Medical,High,Very High,Married,"$13,826.00",3,Better,20/9/2012
629,37,No,Sales,16 miles,Masters,Marketing,Very High,High,Divorced,"$6,334.00",4,Better,4/1/2020
630,28,No,Human Resources,8 miles,College,Medical,Medium,Very High,Divorced,"$4,936.00",1,Better,5/3/2016
631,22,No,Research & Development,1 miles,College,Life Sciences,Very High,Very High,Married,"$4,775.00",6,Bad,11/7/2019
632,44,No,Research & Development,8 miles,Masters,Life Sciences,Low,Very High,Married,"$2,818.00",2,Good,7/3/2018
633,42,No,Research & Development,2 miles,Below College,Medical,Medium,Very High,Single,"$2,515.00",5,Better,7/2/2019
634,36,No,Human Resources,8 miles,Bachelors,Life Sciences,Low,Low,Married,"$2,342.00",0,Better,28/4/2016
635,25,No,Sales,3 miles,Below College,Other,High,Low,Married,"$4,194.00",1,Better,20/8/2016
636,35,No,Research & Development,9 miles,Bachelors,Life Sciences,Very High,High,Married,"$10,685.00",1,Better,1/7/2004
637,35,Yes,Research & Development,25 miles,Masters,Life Sciences,Very High,Medium,Divorced,"$2,022.00",1,Good,8/9/2011
638,32,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,Very High,Divorced,"$2,314.00",0,Better,16/2/2018
639,25,No,Sales,4 miles,Below College,Marketing,High,Low,Married,"$4,256.00",1,Best,8/2/2016
640,49,No,Research & Development,1 miles,Bachelors,Technical Degree,High,Low,Married,"$3,580.00",2,Better,15/12/2017
641,24,No,Research & Development,4 miles,Below College,Life Sciences,Low,Very High,Married,"$3,162.00",0,Good,12/11/2016
642,32,No,Sales,5 miles,College,Life Sciences,Medium,Medium,Married,"$6,524.00",1,Better,10/2/2011
643,38,No,Sales,9 miles,Bachelors,Marketing,Medium,Medium,Married,"$2,899.00",0,Better,1/6/2019
644,42,No,Research & Development,3 miles,Bachelors,Life Sciences,High,Very High,Married,"$5,231.00",2,Good,22/6/2016
645,31,No,Research & Development,11 miles,Masters,Life Sciences,Very High,Very High,Married,"$2,356.00",3,Better,5/3/2015
646,29,Yes,Sales,1 miles,Bachelors,Medical,Medium,High,Divorced,"$2,800.00",6,Better,1/2/2018
647,53,No,Sales,8 miles,Bachelors,Marketing,Low,Very High,Married,"$11,836.00",5,Better,24/2/2019
648,35,No,Research & Development,25 miles,Bachelors,Technical Degree,Very High,Medium,Married,"$10,903.00",3,Better,19/12/2008
649,37,No,Sales,21 miles,College,Medical,High,Very High,Married,"$2,973.00",5,Better,27/5/2016
650,53,No,Research & Development,23 miles,Masters,Life Sciences,Very High,Very High,Single,"$14,275.00",6,Better,15/9/2009
651,43,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,Very High,Married,"$5,562.00",4,Good,7/1/2016
652,47,No,Sales,2 miles,College,Marketing,High,Very High,Married,"$4,537.00",0,Better,7/7/2014
653,37,No,Sales,19 miles,College,Medical,Low,Medium,Single,"$7,642.00",1,Better,16/12/2011
654,50,No,Research & Development,2 miles,Masters,Life Sciences,Low,Low,Divorced,"$17,924.00",1,Better,15/11/1990
655,39,No,Human Resources,2 miles,Bachelors,Life Sciences,Very High,Very High,Married,"$5,204.00",8,Better,24/11/2016
656,33,No,Human Resources,3 miles,College,Human Resources,Very High,Medium,Divorced,"$2,277.00",3,Best,23/6/2017
657,32,Yes,Research & Development,25 miles,Masters,Life Sciences,Low,Very High,Single,"$2,795.00",1,Bad,19/4/2020
658,29,No,Research & Development,7 miles,Below College,Medical,Low,Very High,Divorced,"$2,532.00",6,Better,10/2/2017
659,44,No,Research & Development,9 miles,College,Life Sciences,Medium,Low,Married,"$2,559.00",1,Better,4/10/2013
660,28,No,Sales,5 miles,Masters,Medical,Low,Very High,Single,"$4,908.00",1,Better,21/12/2017
661,58,Yes,Research & Development,2 miles,Below College,Life Sciences,Very High,Very High,Divorced,"$2,380.00",9,Good,25/8/2020
662,43,No,Research & Development,8 miles,Bachelors,Life Sciences,Low,Medium,Divorced,"$4,765.00",4,Best,2/3/2020
663,20,Yes,Sales,2 miles,Bachelors,Medical,High,High,Single,"$2,044.00",1,Good,24/9/2019
664,21,Yes,Research & Development,18 miles,Below College,Other,Very High,Very High,Single,"$2,693.00",1,Good,26/3/2020
665,36,No,Research & Development,14 miles,Below College,Life Sciences,High,Very High,Married,"$6,586.00",0,Good,19/6/2005
666,47,No,Sales,2 miles,Masters,Life Sciences,Very High,Very High,Single,"$3,294.00",1,Good,2/5/2018
667,22,Yes,Research & Development,3 miles,Below College,Life Sciences,Medium,High,Married,"$4,171.00",0,Best,17/3/2018
668,41,Yes,Research & Development,2 miles,Masters,Life Sciences,Medium,Very High,Divorced,"$2,778.00",4,Good,7/8/2014
669,28,No,Research & Development,9 miles,Bachelors,Medical,High,High,Divorced,"$2,377.00",5,Better,12/6/2019
670,39,Yes,Research & Development,6 miles,Bachelors,Medical,Very High,Low,Married,"$2,404.00",7,Bad,4/2/2019
671,27,No,Research & Development,4 miles,Bachelors,Life Sciences,Medium,High,Single,"$2,318.00",1,Better,16/3/2020
672,34,No,Research & Development,10 miles,Bachelors,Life Sciences,Medium,Medium,Divorced,"$2,008.00",1,Better,12/2/2020
673,42,No,Sales,14 miles,College,Medical,High,High,Single,"$6,244.00",7,Better,15/11/2016
674,33,No,Research & Development,1 miles,Masters,Other,High,Low,Single,"$2,799.00",3,Better,10/8/2018
675,58,No,Research & Development,5 miles,Bachelors,Technical Degree,High,Medium,Divorced,"$10,552.00",2,Better,26/7/2015
676,31,No,Sales,7 miles,Masters,Life Sciences,Medium,High,Married,"$2,329.00",3,Best,27/6/2014
677,35,No,Research & Development,21 miles,Below College,Life Sciences,Very High,Very High,Married,"$4,014.00",1,Bad,4/12/2011
678,49,No,Research & Development,8 miles,College,Other,Low,Medium,Married,"$7,403.00",4,Good,18/2/1995
679,48,No,Research & Development,20 miles,Masters,Medical,Very High,High,Married,"$2,259.00",4,Good,15/9/2021
680,31,No,Sales,20 miles,College,Marketing,Very High,High,Married,"$6,932.00",1,Good,10/10/2012
681,36,No,Research & Development,7 miles,Masters,Other,Medium,Very High,Single,"$4,678.00",2,Better,15/10/2015
682,38,No,Research & Development,1 miles,Bachelors,Technical Degree,Very High,Low,Married,"$13,582.00",1,Better,17/5/2006
683,32,No,Research & Development,1 miles,Bachelors,Life Sciences,High,Medium,Married,"$2,332.00",6,Better,22/1/2018
684,25,Yes,Sales,19 miles,College,Marketing,High,Medium,Married,"$2,413.00",1,Better,11/4/2020
685,40,No,Sales,10 miles,Masters,Marketing,Low,Medium,Divorced,"$9,705.00",2,Good,18/2/2020
686,26,No,Sales,1 miles,Bachelors,Medical,High,Low,Single,"$4,294.00",1,Better,13/9/2014
687,41,No,Research & Development,6 miles,Bachelors,Medical,Very High,Low,Single,"$4,721.00",2,Better,13/10/2003
688,36,No,Research & Development,2 miles,Masters,Medical,High,High,Single,"$2,519.00",4,Better,22/7/2010
689,19,Yes,Sales,21 miles,Bachelors,Other,Very High,Medium,Single,"$2,121.00",1,Best,10/8/2020
690,20,Yes,Research & Development,4 miles,Bachelors,Technical Degree,Low,Low,Single,"$2,973.00",1,Better,1/10/2020
691,31,No,Research & Development,12 miles,Bachelors,Medical,Very High,Very High,Married,"$5,855.00",0,Bad,18/5/2012
692,40,No,Research & Development,9 miles,Masters,Medical,Very High,Medium,Divorced,"$3,617.00",8,Better,21/4/2020
693,32,No,Research & Development,3 miles,Masters,Medical,High,Low,Married,"$6,725.00",1,Best,9/3/2013
694,36,Yes,Sales,3 miles,Below College,Life Sciences,High,Very High,Married,"$10,325.00",1,Better,12/10/2005
695,33,No,Research & Development,1 miles,Bachelors,Life Sciences,Medium,Very High,Single,"$6,949.00",0,Better,26/8/2016
696,37,Yes,Sales,1 miles,Masters,Life Sciences,Low,High,Married,"$10,609.00",5,Bad,11/2/2007
697,45,No,Research & Development,4 miles,College,Life Sciences,High,Medium,Married,"$4,447.00",1,Good,14/2/2012
698,29,No,Sales,20 miles,Bachelors,Technical Degree,High,Very High,Married,"$2,157.00",1,Better,4/3/2018
699,35,No,Sales,18 miles,Bachelors,Medical,High,High,Married,"$4,601.00",1,Better,18/2/2016
700,52,No,Research & Development,1 miles,College,Life Sciences,Very High,Very High,Married,"$17,099.00",2,Good,21/11/2012
701,58,Yes,Research & Development,2 miles,Bachelors,Technical Degree,Very High,High,Single,"$2,479.00",4,Better,13/5/2020
702,53,No,Sales,2 miles,College,Medical,High,High,Divorced,"$14,852.00",6,Best,5/8/2004
703,30,No,Sales,8 miles,College,Other,High,High,Divorced,"$7,264.00",5,Best,21/6/2013
704,38,No,Sales,10 miles,Bachelors,Technical Degree,High,Very High,Single,"$5,666.00",1,Better,20/8/2016
705,35,No,Sales,3 miles,Masters,Life Sciences,Very High,Very High,Divorced,"$7,823.00",6,Better,7/1/2011
706,39,No,Sales,2 miles,PhD,Life Sciences,Low,High,Single,"$7,880.00",0,Better,18/8/2013
707,40,Yes,Sales,24 miles,Bachelors,Life Sciences,Medium,Medium,Single,"$13,194.00",4,Good,4/2/2020
708,47,No,Research & Development,16 miles,Masters,Medical,High,High,Divorced,"$5,067.00",1,Best,18/3/2002
709,36,No,Sales,8 miles,Masters,Technical Degree,Low,Very High,Divorced,"$5,079.00",4,Better,7/5/2014
710,31,Yes,Research & Development,9 miles,College,Medical,High,Low,Single,"$2,321.00",0,Better,4/12/2018
711,33,No,Sales,17 miles,Bachelors,Life Sciences,Very High,High,Single,"$17,444.00",1,Better,11/8/2011
712,29,Yes,Research & Development,10 miles,Bachelors,Life Sciences,Very High,Low,Single,"$2,404.00",6,Better,25/9/2021
713,33,No,Research & Development,13 miles,Below College,Life Sciences,Medium,Very High,Single,"$3,452.00",3,Better,13/4/2018
714,45,No,Research & Development,1 miles,Masters,Medical,Very High,Very High,Divorced,"$2,270.00",3,Better,21/12/2016
715,50,No,Research & Development,1 miles,College,Medical,Very High,Very High,Divorced,"$17,399.00",9,Good,1/12/2016
716,33,No,Research & Development,1 miles,Masters,Other,High,Medium,Married,"$5,488.00",1,Better,12/12/2015
717,41,No,Research & Development,9 miles,Bachelors,Medical,Low,High,Divorced,"$19,419.00",2,Best,22/11/2003
718,27,No,Research & Development,16 miles,Masters,Technical Degree,High,Medium,Married,"$2,811.00",9,Better,23/1/2019
719,45,No,Research & Development,23 miles,College,Life Sciences,Very High,Low,Married,"$3,633.00",1,Better,5/3/2012
720,47,No,Sales,4 miles,College,Life Sciences,Very High,Very High,Single,"$4,163.00",1,Better,26/5/2012
721,30,Yes,Research & Development,22 miles,Bachelors,Life Sciences,Low,High,Married,"$2,132.00",4,Better,21/8/2016
722,50,No,Research & Development,24 miles,Bachelors,Life Sciences,Very High,High,Married,"$13,973.00",3,Better,5/10/2009
723,38,No,Research & Development,10 miles,Below College,Medical,High,High,Married,"$2,684.00",0,Good,20/11/2019
724,46,No,Research & Development,7 miles,College,Medical,Very High,High,Divorced,"$10,845.00",6,Better,1/11/2013
725,24,No,Research & Development,17 miles,Below College,Medical,Very High,High,Divorced,"$4,377.00",1,Better,24/8/2017
726,35,Yes,Research & Development,14 miles,Masters,Other,High,Medium,Divorced,"$3,743.00",1,Bad,19/4/2017
727,31,No,Research & Development,1 miles,Below College,Life Sciences,High,Low,Married,"$4,148.00",1,Better,6/10/2017
728,18,No,Research & Development,5 miles,College,Life Sciences,Medium,Very High,Single,"$1,051.00",1,Better,2/5/2021
729,54,No,Research & Development,17 miles,Bachelors,Technical Degree,High,High,Married,"$10,739.00",8,Better,21/1/2011
730,35,No,Research & Development,25 miles,Masters,Medical,High,High,Divorced,"$10,388.00",1,Good,8/12/2005
731,30,No,Research & Development,8 miles,College,Life Sciences,Medium,Low,Married,"$11,416.00",0,Good,17/7/2013
732,20,Yes,Research & Development,11 miles,Bachelors,Medical,Very High,Low,Single,"$2,600.00",1,Better,27/8/2020
733,30,Yes,Research & Development,5 miles,Bachelors,Medical,Medium,Medium,Single,"$2,422.00",0,Better,22/1/2018
734,26,No,Research & Development,2 miles,College,Medical,Very High,Very High,Married,"$5,472.00",1,Better,13/11/2013
735,22,No,Research & Development,8 miles,Below College,Life Sciences,Medium,Low,Married,"$2,451.00",1,Good,27/1/2017
736,48,No,Research & Development,6 miles,Bachelors,Life Sciences,Low,High,Single,"$4,240.00",2,Better,20/12/2019
